NO#APT2018,NO2APT2018,Εθνικης Αμυνης(1392),Αγιου Δημητριου(1479),Αγιου Δημητριου(1514),Εθνικης Αμυνης(1803),Πανεπιστημιου(1896),Αγιου Δημητριου(2090),Αγιου Δημητριου(2183),Προς Αγιου Δημητριου(727),Αγιου Δημητριου(800),Προς Εθνικης Αμυνης(843)
nan,nan,29.0,56.0,nan,nan,nan,61.0,26.0,nan,nan,nan
nan,nan,29.0,54.333333333333336,30.0,nan,nan,51.666666666666664,19.0,nan,nan,nan
nan,nan,21.0,48.666666666666664,34.666666666666664,21.0,28.5,52.25,22.666666666666668,46.0,nan,32.5
nan,nan,nan,44.25,31.5,18.0,nan,46.25,23.666666666666668,17.0,nan,45.0
nan,nan,15.0,47.25,29.0,6.5,18.0,47.5,26.5,1.0,nan,25.333333333333332
nan,nan,nan,54.0,29.0,nan,nan,47.25,33.75,35.333333333333336,nan,18.333333333333332
nan,nan,21.0,44.0,23.0,11.5,16.0,42.25,27.0,40.0,nan,24.5
nan,nan,30.0,47.75,17.333333333333332,8.0,27.0,41.5,22.0,14.0,nan,19.0
nan,nan,26.5,54.25,26.75,11.333333333333334,11.0,41.75,30.666666666666668,37.5,nan,12.0
nan,nan,13.0,51.0,23.75,3.0,nan,43.0,33.5,39.0,nan,20.666666666666668
nan,nan,nan,52.0,21.333333333333332,24.0,34.5,46.0,25.666666666666668,nan,nan,34.0
nan,nan,21.0,50.25,21.666666666666668,10.666666666666666,24.0,46.5,24.333333333333332,nan,nan,20.0
nan,nan,24.0,54.0,24.75,24.0,28.0,41.5,15.333333333333334,34.0,nan,17.0
nan,nan,18.0,53.25,26.666666666666668,17.0,21.0,42.0,26.333333333333332,37.0,nan,18.5
nan,nan,7.0,48.0,21.5,18.0,29.0,49.5,30.0,21.0,nan,19.0
nan,nan,18.0,51.5,20.5,10.0,nan,44.25,37.0,26.0,nan,nan
nan,nan,21.0,45.0,31.333333333333332,11.333333333333334,22.0,42.75,28.5,29.5,nan,22.333333333333332
nan,nan,26.666666666666668,43.0,26.25,nan,27.0,45.333333333333336,25.666666666666668,24.5,nan,26.0
nan,nan,8.0,55.666666666666664,28.75,17.0,nan,48.5,14.5,3.0,nan,nan
nan,nan,12.0,49.0,20.333333333333332,17.0,nan,50.75,24.0,nan,nan,19.333333333333332
nan,nan,22.0,49.666666666666664,37.666666666666664,nan,14.0,57.25,30.0,35.0,nan,nan
nan,nan,31.0,56.25,27.666666666666668,32.0,nan,54.666666666666664,19.5,28.0,nan,nan
nan,nan,24.0,59.5,30.0,nan,nan,61.0,36.0,nan,nan,15.666666666666666
nan,nan,nan,61.5,26.0,13.0,nan,61.0,27.5,59.0,nan,16.0
nan,nan,24.0,45.5,30.0,nan,nan,60.5,34.333333333333336,33.0,nan,19.0
nan,nan,18.0,50.0,30.5,nan,23.0,50.75,25.5,33.0,nan,3.0
nan,nan,nan,61.5,37.25,24.0,26.0,50.75,14.0,30.0,nan,1.0
nan,nan,nan,52.75,34.75,8.0,31.5,46.5,18.5,44.0,nan,17.0
nan,nan,16.333333333333332,49.5,31.75,29.0,22.0,48.5,33.0,36.5,nan,14.666666666666666
nan,nan,20.0,48.5,26.75,14.5,10.0,46.5,24.0,37.5,39.0,18.75
nan,nan,nan,57.25,24.5,29.0,nan,46.0,26.5,27.5,16.0,22.0
nan,nan,9.0,52.0,30.333333333333332,9.0,nan,41.0,31.333333333333332,28.0,nan,nan
nan,nan,21.0,51.75,37.5,7.0,1.0,41.5,19.0,13.0,nan,34.0
nan,nan,20.0,54.75,25.25,13.666666666666666,nan,43.75,38.0,31.0,nan,11.0
nan,nan,22.0,57.0,25.333333333333332,12.5,28.0,43.0,33.0,32.0,nan,33.5
nan,nan,23.0,52.75,28.0,11.0,28.0,45.75,28.333333333333332,40.5,nan,13.666666666666666
nan,nan,15.0,54.25,27.25,14.0,28.25,47.0,29.333333333333332,34.5,nan,18.25
nan,nan,nan,43.0,24.666666666666668,13.0,21.0,40.25,34.333333333333336,44.0,nan,15.333333333333334
nan,nan,nan,40.25,28.0,10.333333333333334,36.5,44.75,27.0,33.0,nan,27.5
nan,nan,nan,43.25,28.0,7.0,7.0,44.25,23.333333333333332,nan,22.0,23.0
nan,nan,30.0,49.333333333333336,29.333333333333332,15.5,nan,34.0,25.0,29.5,nan,15.0
nan,nan,nan,54.0,33.25,25.0,24.0,47.0,17.0,nan,nan,17.5
nan,nan,nan,50.25,34.5,5.333333333333333,13.0,42.5,29.0,23.0,14.0,18.0
nan,nan,9.5,57.75,33.333333333333336,27.0,26.0,50.5,25.0,nan,nan,37.75
nan,nan,24.0,57.0,24.333333333333332,26.0,nan,45.0,nan,31.0,nan,25.0
nan,nan,9.0,47.666666666666664,34.333333333333336,nan,nan,48.666666666666664,14.0,38.0,nan,nan
nan,nan,26.0,50.666666666666664,29.0,19.0,25.0,54.333333333333336,nan,31.0,nan,19.0
nan,nan,nan,50.0,nan,nan,nan,54.0,39.0,26.0,nan,17.0
nan,nan,19.0,53.666666666666664,38.25,nan,14.0,44.0,17.0,nan,nan,9.0
nan,nan,nan,58.0,35.666666666666664,17.666666666666668,nan,47.0,27.5,43.0,nan,2.0
nan,nan,nan,56.5,29.25,nan,23.0,48.0,36.0,24.0,nan,25.0
nan,nan,nan,54.5,28.333333333333332,nan,19.333333333333332,43.5,28.0,44.0,nan,36.0
nan,nan,27.0,55.5,31.25,13.5,27.5,41.25,33.0,23.5,nan,16.333333333333332
nan,nan,21.0,47.5,30.5,18.0,29.5,43.0,25.75,30.333333333333332,nan,21.333333333333332
nan,nan,nan,50.5,27.25,nan,29.5,48.0,34.75,36.0,nan,33.0
nan,nan,17.5,50.0,31.25,12.5,36.0,46.25,33.0,nan,nan,nan
nan,nan,nan,48.0,34.5,18.0,nan,41.0,46.5,32.0,16.0,18.0
nan,nan,nan,49.25,22.75,5.0,nan,37.5,27.333333333333332,21.0,nan,20.5
nan,nan,16.0,53.0,19.666666666666668,3.0,25.0,41.0,31.5,38.5,nan,11.0
nan,nan,nan,46.25,24.5,18.0,30.0,42.0,31.5,22.0,25.0,37.0
nan,nan,18.0,57.5,31.0,13.666666666666666,9.0,42.5,24.0,46.0,nan,22.666666666666668
nan,nan,24.0,43.0,22.75,23.0,10.0,43.25,28.0,18.0,nan,30.0
nan,nan,16.666666666666668,49.25,26.0,41.0,nan,49.75,29.333333333333332,37.5,nan,12.0
nan,nan,nan,43.0,23.666666666666668,nan,nan,44.0,21.0,32.0,nan,23.0
nan,nan,10.5,49.25,28.75,13.0,25.5,52.0,22.333333333333332,50.0,44.0,22.0
nan,nan,18.0,54.5,24.5,19.0,18.25,55.75,34.0,41.5,nan,30.333333333333332
nan,nan,20.5,59.5,30.333333333333332,14.0,16.0,41.75,23.0,33.0,nan,7.0
nan,nan,14.0,58.0,32.5,16.0,20.5,47.75,26.25,12.0,nan,20.5
nan,nan,nan,60.5,29.5,19.0,20.0,41.75,22.5,43.0,nan,nan
nan,nan,23.666666666666668,54.25,36.5,29.0,15.0,52.0,28.666666666666668,6.5,nan,12.5
nan,nan,16.0,49.0,34.25,nan,nan,53.333333333333336,26.0,nan,31.0,34.5
nan,nan,nan,49.0,44.0,8.5,15.0,49.0,39.666666666666664,nan,nan,10.0
nan,nan,nan,52.5,34.5,14.0,18.0,55.25,18.0,nan,nan,nan
nan,nan,nan,47.0,30.0,nan,17.0,51.75,14.0,24.0,nan,20.0
nan,nan,nan,52.0,25.666666666666668,nan,15.0,57.666666666666664,23.0,nan,nan,7.666666666666667
nan,nan,nan,65.75,32.0,nan,17.0,53.5,20.5,26.0,nan,9.0
nan,nan,32.0,50.5,39.5,30.0,12.0,54.0,26.5,nan,nan,41.0
nan,nan,28.0,49.5,34.666666666666664,14.666666666666666,14.0,45.0,28.25,35.5,nan,14.333333333333334
nan,nan,22.0,46.5,20.666666666666668,25.0,20.0,50.75,18.5,25.0,nan,25.25
nan,nan,nan,47.333333333333336,19.666666666666668,nan,28.0,45.0,34.666666666666664,38.0,56.0,43.0
nan,nan,22.0,50.5,32.0,10.0,nan,44.25,30.75,43.333333333333336,nan,33.333333333333336
nan,nan,22.0,51.75,30.0,nan,26.0,45.0,28.666666666666668,30.0,16.0,46.0
nan,nan,12.5,46.5,29.5,20.0,27.0,43.75,27.0,30.0,nan,26.0
nan,nan,3.0,49.5,18.25,5.0,24.0,42.75,25.75,34.0,nan,27.0
nan,nan,15.0,47.25,24.75,4.0,28.0,42.5,25.0,41.0,nan,26.0
nan,nan,nan,54.5,24.0,nan,26.0,49.75,23.0,22.0,nan,1.0
nan,nan,11.0,56.5,31.25,21.0,31.0,48.5,37.666666666666664,52.0,nan,30.5
nan,nan,nan,51.0,27.0,23.5,25.0,48.0,33.5,39.5,nan,22.75
nan,nan,nan,46.5,28.666666666666668,17.0,nan,49.5,26.666666666666668,22.5,nan,29.0
nan,nan,nan,41.75,20.333333333333332,23.0,nan,45.25,27.5,nan,nan,23.0
nan,nan,15.0,50.0,24.0,17.5,27.0,48.5,38.0,30.666666666666668,nan,18.333333333333332
nan,nan,23.0,54.0,29.0,3.0,26.5,52.0,33.5,49.0,nan,nan
nan,nan,11.5,27.666666666666668,34.25,30.0,23.0,40.0,19.5,23.0,nan,17.0
nan,nan,nan,43.333333333333336,31.5,8.5,20.0,53.0,23.333333333333332,46.0,nan,16.0
nan,nan,nan,52.75,36.0,16.0,18.0,39.666666666666664,17.666666666666668,nan,28.0,4.0
nan,nan,23.0,58.5,34.0,18.0,20.0,56.666666666666664,31.5,nan,nan,13.0
nan,nan,20.0,57.5,34.333333333333336,23.0,24.0,56.666666666666664,23.0,40.666666666666664,nan,9.0
nan,nan,29.0,66.75,35.0,15.666666666666666,15.0,54.5,34.0,nan,nan,20.0
nan,nan,nan,61.333333333333336,28.0,nan,23.0,59.5,31.0,57.0,nan,44.0
nan,nan,nan,60.333333333333336,33.75,29.0,18.0,43.333333333333336,25.0,26.0,nan,33.0
nan,nan,nan,62.5,43.0,29.0,nan,42.75,27.75,30.0,nan,nan
nan,nan,17.5,57.25,29.0,6.0,38.0,48.5,33.0,40.0,nan,26.333333333333332
nan,nan,nan,51.0,24.75,24.0,14.0,42.0,33.0,23.0,nan,35.0
nan,nan,nan,60.0,28.0,nan,16.0,48.75,21.5,49.0,nan,15.25
nan,nan,6.0,48.0,26.333333333333332,16.0,26.5,45.25,29.5,8.5,nan,41.0
nan,nan,nan,51.75,31.333333333333332,6.0,nan,45.0,29.25,33.0,nan,17.0
nan,nan,21.0,56.75,34.5,6.5,19.0,47.0,24.25,12.0,nan,27.0
nan,nan,25.0,59.0,33.0,8.0,22.0,49.25,14.0,30.5,nan,15.0
nan,nan,nan,61.25,38.333333333333336,16.0,27.0,47.75,28.5,55.0,nan,34.5
nan,nan,23.0,51.5,35.666666666666664,20.0,nan,55.5,26.0,52.0,8.0,34.25
nan,nan,nan,43.0,24.0,nan,27.0,47.0,29.333333333333332,12.0,21.0,28.0
nan,nan,17.0,59.75,29.0,15.0,25.0,48.25,25.0,47.5,33.0,24.5
nan,nan,nan,59.25,35.666666666666664,8.0,10.0,55.666666666666664,23.5,21.0,8.0,19.333333333333332
nan,nan,nan,51.75,24.5,18.5,18.0,47.25,22.5,38.5,nan,48.0
nan,nan,nan,62.0,28.666666666666668,8.5,15.0,46.5,23.666666666666668,14.0,26.0,21.5
nan,nan,5.0,57.666666666666664,33.0,13.333333333333334,26.0,41.333333333333336,22.0,14.0,16.0,nan
nan,nan,23.0,50.0,31.0,nan,17.0,54.75,nan,nan,nan,8.0
nan,nan,33.0,57.333333333333336,32.333333333333336,16.5,26.333333333333332,52.25,25.666666666666668,31.0,nan,19.0
nan,nan,22.0,45.666666666666664,32.333333333333336,12.5,nan,42.666666666666664,29.333333333333332,nan,nan,20.5
nan,nan,nan,60.5,36.0,nan,nan,54.5,30.333333333333332,21.0,nan,4.0
nan,nan,nan,53.25,36.333333333333336,nan,nan,59.333333333333336,26.0,27.0,nan,nan
nan,nan,nan,50.5,38.75,1.0,nan,49.0,25.0,5.0,nan,nan
nan,nan,15.0,50.0,29.5,17.0,29.0,48.0,23.666666666666668,2.0,nan,22.0
nan,nan,15.0,47.0,31.25,19.5,23.333333333333332,41.75,36.5,35.0,nan,34.5
nan,nan,17.0,44.75,27.0,13.0,26.0,39.5,28.5,21.0,nan,19.666666666666668
nan,nan,15.0,49.25,28.25,12.0,15.5,39.75,28.333333333333332,30.0,12.0,19.0
nan,nan,nan,48.25,28.5,11.0,28.0,42.25,25.25,30.0,nan,32.25
nan,nan,19.0,48.5,24.5,17.5,34.0,37.25,21.333333333333332,34.0,nan,23.0
nan,nan,19.333333333333332,46.25,30.75,21.0,nan,40.0,30.666666666666668,55.0,nan,23.0
nan,nan,22.0,42.75,19.75,18.0,21.5,39.25,20.5,30.0,nan,20.0
nan,nan,20.0,43.5,15.0,8.0,41.0,36.75,19.5,21.0,nan,35.0
nan,nan,22.0,48.75,24.75,9.0,23.0,41.25,31.25,29.5,nan,24.0
nan,nan,10.0,49.5,19.5,7.5,nan,40.0,26.75,26.25,nan,19.5
nan,nan,17.0,38.333333333333336,25.75,17.0,nan,42.0,21.333333333333332,21.5,nan,nan
nan,nan,21.5,46.75,20.25,nan,18.0,41.75,29.5,28.5,nan,13.5
nan,nan,nan,43.75,21.666666666666668,11.0,28.0,43.0,29.0,9.0,nan,18.666666666666668
nan,nan,24.0,43.75,27.5,8.0,24.333333333333332,46.5,27.0,28.5,7.0,26.666666666666668
nan,nan,15.5,58.5,28.0,19.0,29.0,46.0,32.5,30.5,nan,14.0
nan,nan,25.333333333333332,48.0,32.25,14.0,26.0,51.75,24.0,34.5,nan,14.0
nan,nan,18.5,59.333333333333336,34.0,24.0,19.0,51.0,36.0,42.5,29.0,12.0
nan,nan,nan,53.0,30.666666666666668,10.0,33.0,50.0,13.0,43.0,nan,8.0
nan,nan,nan,47.5,27.5,nan,17.666666666666668,59.666666666666664,29.0,28.0,nan,16.0
nan,nan,nan,77.0,42.0,nan,14.0,47.0,nan,nan,nan,3.5
nan,nan,nan,51.5,47.0,12.0,nan,62.0,18.0,nan,nan,14.0
nan,nan,nan,64.0,35.0,nan,nan,55.666666666666664,9.0,nan,nan,15.0
nan,nan,4.0,66.5,27.0,nan,nan,47.0,19.0,20.0,nan,16.0
nan,nan,nan,55.25,28.75,11.0,30.0,51.0,43.0,18.0,nan,30.25
nan,nan,24.0,46.25,22.5,23.0,nan,45.0,27.333333333333332,24.666666666666668,nan,14.5
nan,nan,12.0,45.25,25.5,11.0,nan,41.5,27.0,32.0,nan,16.333333333333332
nan,nan,14.0,54.25,31.0,16.333333333333332,23.0,39.75,28.0,23.0,11.0,28.5
nan,nan,26.0,49.25,20.5,nan,32.5,39.5,26.666666666666668,41.0,55.0,29.0
nan,nan,nan,46.5,18.75,9.0,nan,37.75,29.75,34.0,45.0,18.0
nan,nan,21.5,49.25,20.5,9.0,25.0,43.0,24.75,29.5,nan,29.0
nan,nan,14.0,48.25,26.333333333333332,1.0,10.0,43.0,25.0,41.0,34.0,14.0
nan,nan,19.5,49.25,28.666666666666668,24.5,26.0,40.75,21.0,30.0,nan,35.0
nan,nan,nan,46.75,20.25,15.5,26.0,42.5,25.5,27.5,nan,21.0
nan,nan,21.5,52.75,25.5,9.0,18.0,43.0,20.333333333333332,30.0,nan,29.0
nan,nan,2.0,56.25,29.75,nan,nan,44.0,26.0,18.0,nan,15.5
nan,nan,30.0,49.75,29.0,5.0,13.333333333333334,38.75,19.25,24.75,nan,26.5
nan,nan,15.0,47.0,24.5,nan,29.0,40.5,26.5,29.0,nan,24.0
nan,nan,18.0,47.75,29.0,10.0,26.25,38.0,27.75,nan,7.0,25.0
nan,nan,21.0,44.75,32.666666666666664,nan,23.666666666666668,46.0,39.666666666666664,13.5,nan,20.0
nan,nan,15.0,55.0,30.75,22.0,nan,53.25,28.333333333333332,nan,nan,42.0
nan,nan,21.666666666666668,48.25,29.75,11.5,26.0,52.0,25.666666666666668,33.0,nan,16.5
nan,nan,35.0,55.5,30.75,nan,14.666666666666666,49.5,24.0,nan,46.0,11.0
nan,nan,nan,50.666666666666664,20.5,nan,34.0,50.0,35.0,nan,nan,12.0
nan,nan,25.5,60.666666666666664,32.0,nan,27.0,62.666666666666664,22.0,nan,26.0,11.0
nan,nan,nan,65.33333333333333,45.0,nan,39.0,58.333333333333336,nan,nan,nan,nan
nan,nan,nan,54.5,30.0,nan,nan,59.333333333333336,nan,nan,nan,nan
nan,nan,16.0,62.5,22.0,nan,nan,52.333333333333336,nan,47.0,nan,49.0
nan,nan,nan,48.5,23.0,18.0,nan,49.0,25.0,nan,nan,13.5
nan,nan,16.0,45.333333333333336,27.0,18.0,22.5,44.75,29.0,39.666666666666664,16.0,4.0
nan,nan,18.0,42.5,20.5,14.0,23.666666666666668,41.0,37.0,23.5,nan,21.75
nan,nan,13.333333333333334,44.75,30.0,13.5,14.5,42.25,31.5,39.0,nan,19.0
nan,nan,9.0,49.5,18.5,24.5,27.0,41.5,31.75,27.0,nan,32.75
nan,nan,nan,45.5,26.75,21.0,nan,39.75,31.666666666666668,39.5,16.0,25.0
nan,nan,21.5,45.0,28.25,nan,45.0,41.75,31.0,49.0,nan,nan
nan,nan,15.0,50.0,30.5,17.0,nan,40.5,26.5,32.666666666666664,50.0,16.666666666666668
nan,nan,35.0,48.0,17.25,nan,24.5,44.75,24.333333333333332,41.0,nan,20.666666666666668
nan,nan,14.0,51.5,16.0,12.0,33.0,38.75,32.0,24.0,nan,28.0
nan,nan,18.0,43.5,24.75,24.5,nan,39.25,36.0,24.5,nan,37.0
nan,nan,23.0,50.5,22.25,16.0,24.0,44.75,27.666666666666668,19.0,nan,22.666666666666668
nan,nan,11.5,46.5,23.5,5.0,30.0,44.5,33.75,29.5,44.0,36.0
nan,nan,7.5,55.5,19.0,14.0,15.5,42.75,36.0,32.0,nan,32.0
nan,nan,nan,50.5,28.0,17.0,18.333333333333332,46.0,22.666666666666668,nan,16.0,9.333333333333334
nan,nan,25.0,49.75,26.5,8.0,35.5,42.0,35.0,27.333333333333332,nan,21.0
nan,nan,29.0,49.5,30.666666666666668,nan,14.0,42.333333333333336,27.75,33.0,23.0,23.333333333333332
nan,nan,22.0,45.5,28.333333333333332,12.0,nan,53.5,37.0,24.0,nan,18.0
nan,nan,nan,50.0,32.0,22.5,20.5,44.0,23.333333333333332,7.0,nan,nan
nan,nan,16.5,53.5,35.5,nan,nan,53.5,29.5,53.0,nan,19.0
nan,nan,nan,49.0,32.0,nan,nan,54.0,33.0,39.0,nan,nan
nan,nan,nan,51.75,34.0,nan,39.0,56.0,23.0,35.0,nan,nan
nan,nan,nan,55.0,35.0,nan,24.0,52.5,18.0,56.5,nan,41.0
nan,nan,nan,51.25,27.666666666666668,5.0,29.0,52.333333333333336,20.0,nan,46.0,nan
nan,nan,5.0,54.0,29.75,23.5,nan,50.25,22.0,9.0,16.0,26.0
nan,nan,19.0,47.75,14.0,1.0,nan,42.0,26.5,17.0,nan,17.0
nan,nan,nan,45.0,25.5,16.0,29.0,40.5,19.25,36.5,nan,7.0
nan,nan,9.5,46.5,29.25,13.5,27.0,41.75,30.25,40.666666666666664,nan,32.5
nan,nan,20.0,53.5,24.0,21.25,11.0,38.25,25.0,27.5,19.0,30.0
nan,nan,12.0,49.5,25.333333333333332,11.333333333333334,nan,40.25,32.0,43.0,nan,24.0
nan,nan,22.5,44.75,26.0,23.5,32.0,38.75,30.0,27.333333333333332,nan,27.0
nan,nan,26.0,49.5,23.75,23.0,27.5,42.25,29.5,27.0,nan,30.0
nan,nan,17.5,51.75,27.75,22.5,29.0,39.0,24.5,14.5,7.0,19.0
nan,nan,19.0,51.5,24.5,10.0,nan,40.75,21.666666666666668,29.5,16.0,28.333333333333332
nan,nan,15.0,51.0,17.666666666666668,2.0,nan,33.5,30.0,20.0,11.0,nan
nan,nan,nan,36.5,26.25,25.0,nan,40.75,23.5,23.5,21.0,43.0
nan,nan,22.0,44.5,21.25,nan,nan,43.5,26.25,31.666666666666668,10.0,15.5
nan,nan,17.0,44.5,30.666666666666668,20.0,24.0,37.25,30.0,25.666666666666668,23.0,20.5
nan,nan,nan,48.0,29.25,nan,27.0,42.0,16.666666666666668,41.5,17.0,19.333333333333332
nan,nan,nan,47.75,26.666666666666668,13.0,9.0,44.5,23.666666666666668,41.0,nan,24.0
nan,nan,14.666666666666666,60.0,26.666666666666668,14.0,6.0,40.25,23.0,32.0,nan,44.0
nan,nan,25.5,51.0,29.666666666666668,11.0,28.0,52.75,23.0,29.0,nan,32.5
nan,nan,26.0,60.333333333333336,28.75,15.0,26.0,56.0,24.666666666666668,nan,29.0,nan
nan,nan,19.5,52.5,35.333333333333336,33.0,16.0,52.333333333333336,33.0,37.0,nan,16.666666666666668
nan,nan,15.0,52.666666666666664,44.666666666666664,14.0,14.0,50.0,33.0,43.0,nan,29.0
nan,nan,26.0,57.333333333333336,27.666666666666668,nan,12.0,60.25,33.0,nan,nan,20.666666666666668
nan,nan,15.0,59.333333333333336,58.0,nan,nan,56.75,15.5,38.0,nan,15.0
nan,nan,nan,67.66666666666667,24.333333333333332,12.0,nan,44.25,31.0,34.333333333333336,nan,nan
nan,nan,33.0,51.666666666666664,36.0,12.0,20.0,47.75,32.666666666666664,nan,nan,30.0
nan,nan,nan,41.25,26.5,10.0,19.0,38.25,28.25,17.5,nan,25.333333333333332
nan,nan,nan,43.75,20.5,17.5,17.5,36.0,33.0,36.25,14.0,11.0
nan,nan,nan,44.5,26.5,15.5,20.5,38.25,33.5,36.5,nan,35.5
nan,nan,11.0,44.0,22.75,5.0,22.666666666666668,37.0,30.333333333333332,33.5,nan,25.0
nan,nan,3.0,45.25,34.0,13.333333333333334,17.0,38.5,37.75,23.0,nan,27.666666666666668
nan,nan,16.25,35.0,28.0,18.5,17.666666666666668,41.25,29.75,41.333333333333336,nan,21.666666666666668
nan,nan,25.5,55.666666666666664,16.75,27.0,23.0,36.25,25.75,25.0,nan,28.0
nan,nan,1.0,54.666666666666664,21.333333333333332,8.0,20.0,39.666666666666664,9.333333333333334,39.0,nan,23.0
nan,nan,21.5,49.0,20.75,20.0,24.0,43.333333333333336,26.666666666666668,48.0,nan,5.5
nan,nan,14.5,49.25,26.75,17.333333333333332,26.0,44.25,23.25,39.5,nan,15.5
nan,nan,23.0,47.5,29.5,8.0,24.0,44.0,27.25,26.0,nan,17.0
nan,nan,26.5,49.333333333333336,27.5,18.0,21.0,45.75,23.333333333333332,33.0,26.0,24.5
nan,nan,nan,49.75,25.333333333333332,20.0,28.0,45.5,27.5,29.0,nan,19.0
nan,nan,5.0,42.5,22.75,10.0,nan,39.25,26.75,16.0,nan,19.5
nan,nan,14.0,46.0,23.75,8.5,23.0,44.5,24.75,13.333333333333334,nan,16.333333333333332
nan,nan,17.0,51.75,32.25,4.0,25.0,45.0,34.25,27.0,nan,21.5
nan,nan,12.0,56.5,33.5,11.0,26.0,52.5,24.0,33.5,nan,34.0
nan,nan,19.0,51.75,50.0,nan,11.0,48.5,26.0,29.0,nan,13.0
nan,nan,9.0,54.75,39.0,23.0,13.666666666666666,58.0,28.25,nan,nan,9.0
nan,nan,28.0,55.0,31.5,30.5,14.0,52.0,40.0,14.0,nan,22.0
nan,nan,nan,66.66666666666667,31.25,36.5,29.0,54.0,4.0,nan,nan,21.0
nan,nan,nan,59.666666666666664,31.5,nan,33.5,54.666666666666664,25.0,nan,nan,nan
nan,nan,19.0,56.666666666666664,33.666666666666664,18.5,29.0,57.0,34.5,nan,nan,30.333333333333332
nan,nan,nan,50.5,26.333333333333332,15.0,nan,57.75,55.0,nan,nan,13.0
nan,nan,9.0,62.333333333333336,21.25,1.0,nan,53.666666666666664,25.333333333333332,39.5,nan,9.0
nan,nan,12.333333333333334,58.0,33.0,7.333333333333333,nan,49.0,34.333333333333336,34.0,nan,27.666666666666668
nan,nan,nan,51.5,28.5,7.666666666666667,30.0,48.25,33.333333333333336,30.5,nan,23.0
nan,nan,nan,50.5,15.0,nan,24.333333333333332,42.5,20.5,33.0,nan,16.0
nan,nan,21.5,52.5,15.333333333333334,2.5,20.0,47.0,30.666666666666668,29.0,nan,22.0
nan,nan,21.0,48.75,25.25,12.5,17.5,50.0,23.0,38.5,17.0,21.0
nan,nan,nan,45.0,19.5,16.5,31.666666666666668,46.25,26.0,31.0,47.0,37.0
nan,nan,17.0,39.5,26.5,nan,28.0,47.0,31.0,35.0,nan,23.333333333333332
nan,nan,19.666666666666668,46.75,21.0,14.0,24.0,41.5,22.5,17.0,nan,7.0
nan,nan,17.0,50.0,32.666666666666664,nan,18.0,41.25,32.0,27.0,nan,34.0
nan,nan,nan,58.25,20.666666666666668,15.0,nan,47.0,19.0,nan,nan,31.5
nan,nan,23.0,60.25,27.25,7.5,31.0,49.25,28.666666666666668,34.0,nan,21.0
nan,nan,nan,52.5,25.0,7.0,20.5,43.5,21.5,29.0,nan,13.666666666666666
nan,nan,19.0,43.75,23.0,4.0,26.5,35.5,25.0,28.0,nan,26.0
nan,nan,16.0,46.0,25.0,11.5,nan,46.0,30.0,48.0,23.0,31.0
nan,nan,nan,50.25,29.5,19.0,nan,47.0,23.333333333333332,nan,nan,26.5
nan,nan,24.0,50.75,28.5,23.0,nan,48.25,21.666666666666668,11.0,nan,22.666666666666668
nan,nan,20.0,54.666666666666664,33.0,7.333333333333333,29.0,42.0,28.0,40.0,nan,13.5
nan,nan,21.5,56.25,33.25,28.0,21.0,53.0,21.5,20.0,nan,11.666666666666666
nan,nan,9.0,62.25,26.333333333333332,nan,19.5,56.0,25.0,18.5,nan,21.0
nan,nan,22.0,50.0,20.333333333333332,7.0,39.5,52.25,21.0,15.0,nan,9.0
nan,nan,28.5,61.75,38.25,nan,nan,53.5,24.5,32.0,nan,36.0
nan,nan,16.0,51.333333333333336,35.0,nan,12.0,60.0,24.5,nan,nan,21.0
nan,nan,17.0,60.5,30.0,14.5,nan,62.5,26.0,nan,nan,33.5
nan,nan,nan,61.5,33.0,nan,28.0,56.25,nan,58.0,nan,48.0
nan,nan,nan,62.0,34.333333333333336,59.0,17.5,57.25,26.5,14.0,nan,15.333333333333334
nan,nan,21.0,55.25,35.0,17.0,nan,46.5,34.666666666666664,43.0,nan,24.0
nan,nan,5.0,52.25,28.75,15.0,nan,44.25,29.5,nan,nan,32.0
nan,nan,nan,53.5,19.5,20.0,26.0,45.666666666666664,22.5,53.0,27.0,22.5
nan,nan,nan,47.75,23.5,nan,17.0,46.75,23.0,40.0,nan,20.0
nan,nan,19.0,45.5,30.75,25.0,nan,44.5,24.666666666666668,31.0,nan,20.0
nan,nan,17.5,44.75,33.666666666666664,8.333333333333334,23.0,53.0,26.0,31.5,nan,20.0
nan,nan,14.5,43.75,31.333333333333332,nan,29.0,47.75,34.333333333333336,nan,nan,31.333333333333332
nan,nan,nan,52.5,36.0,9.0,27.5,52.25,22.5,32.333333333333336,nan,15.0
nan,nan,8.0,52.0,26.0,7.0,23.0,44.5,29.666666666666668,30.5,nan,19.0
nan,nan,15.5,47.75,29.5,20.5,22.0,50.25,18.333333333333332,nan,11.0,26.333333333333332
nan,nan,nan,52.75,19.0,12.0,25.0,54.75,27.666666666666668,42.0,53.0,23.0
nan,nan,12.0,45.5,30.75,nan,36.0,48.0,34.0,nan,5.0,18.0
nan,nan,16.5,48.666666666666664,32.75,7.0,34.0,51.25,40.333333333333336,48.5,23.0,19.0
nan,nan,14.0,57.75,30.333333333333332,17.5,10.0,45.0,22.0,nan,nan,18.5
nan,nan,nan,52.25,27.666666666666668,11.5,14.0,56.333333333333336,27.666666666666668,15.0,nan,28.666666666666668
nan,nan,14.0,50.25,39.5,nan,19.5,57.5,22.5,31.0,nan,26.0
