BenzAGS2018,CO#AGS2018,NO#AGS2018,NO2AGS2018,O3#AGS2018,PM10AGS2018,PM2.5AGS2018,SO2AGS2018,Πλατεια Αγιας Σοφιας(1264),Ερμου(2378),Καρολου Ντηλ(2872),Καρολου Ντηλ(3026),Πλατεια Αγιας Σοφιας(695),Ερμου(808),Πλατεια Αγιας Σοφιας(890),Πλατεια Αγιας Σοφιας(919),Ερμου(975)
4.44,nan,nan,nan,nan,57.0,nan,nan,nan,25.0,15.0,75.0,nan,28.0,nan,nan,34.0
5.46,nan,nan,nan,nan,63.0,nan,nan,nan,22.0,8.0,11.0,nan,nan,20.0,17.0,nan
5.63,nan,nan,nan,nan,77.0,nan,nan,10.0,18.75,29.5,18.666666666666668,13.0,27.0,5.0,nan,21.666666666666668
6.95,nan,nan,nan,nan,102.0,nan,nan,12.0,13.5,26.666666666666668,20.5,15.5,22.333333333333332,15.0,19.0,17.333333333333332
7.87,nan,nan,nan,nan,97.0,nan,nan,7.0,12.75,18.0,16.0,11.0,28.666666666666668,16.666666666666668,20.0,20.0
6.07,nan,nan,nan,nan,87.0,nan,nan,14.0,16.75,9.0,12.0,10.75,20.666666666666668,14.0,16.0,21.0
8.12,nan,nan,nan,nan,80.0,nan,nan,8.0,13.25,18.0,12.25,13.0,21.666666666666668,12.333333333333334,13.666666666666666,18.0
7.03,nan,nan,nan,nan,80.0,nan,nan,10.333333333333334,13.333333333333334,25.666666666666668,15.333333333333334,9.666666666666666,23.0,10.0,21.0,15.666666666666666
8.06,nan,nan,nan,nan,90.0,nan,nan,20.0,14.333333333333334,15.5,17.75,nan,28.0,4.0,nan,24.0
7.83,nan,nan,nan,nan,117.0,nan,nan,nan,25.0,22.333333333333332,13.75,16.0,19.0,16.0,9.0,17.5
8.86,nan,nan,nan,nan,117.0,nan,nan,15.0,23.75,14.0,19.666666666666668,12.333333333333334,21.5,12.0,15.0,20.5
6.67,nan,nan,nan,nan,127.0,nan,nan,13.0,13.666666666666666,21.666666666666668,15.75,9.75,18.25,10.666666666666666,10.0,13.5
7.13,nan,nan,nan,nan,89.0,nan,nan,12.0,13.0,14.5,12.5,10.5,17.0,8.333333333333334,9.0,17.5
6.05,nan,nan,nan,nan,85.0,nan,nan,13.0,14.666666666666666,17.25,12.666666666666666,12.666666666666666,22.333333333333332,7.75,10.5,17.0
5.32,nan,nan,nan,nan,70.0,nan,nan,7.5,16.5,17.666666666666668,16.25,12.5,22.0,nan,13.5,19.0
6.81,nan,nan,nan,nan,71.0,nan,nan,12.0,22.0,22.0,22.0,nan,22.5,8.0,2.0,15.0
7.02,nan,nan,nan,nan,86.0,nan,nan,14.5,13.0,13.666666666666666,26.0,nan,27.0,8.0,16.0,27.0
6.4,nan,nan,nan,nan,81.0,nan,nan,10.333333333333334,24.5,16.0,34.25,18.5,28.0,3.0,nan,24.0
7.02,nan,nan,nan,nan,86.0,nan,nan,12.0,21.666666666666668,16.0,26.0,nan,21.0,18.0,15.0,25.0
5.85,nan,nan,nan,nan,78.0,nan,nan,26.0,29.666666666666668,23.0,20.666666666666668,nan,nan,nan,nan,nan
5.16,nan,nan,nan,nan,72.0,nan,nan,18.0,28.0,nan,39.0,nan,nan,nan,17.0,nan
5.32,nan,nan,nan,nan,71.0,nan,nan,nan,nan,45.0,24.0,nan,nan,nan,nan,nan
5.13,nan,nan,nan,nan,72.0,nan,nan,nan,nan,17.0,nan,16.0,nan,nan,nan,nan
5.27,nan,nan,nan,nan,70.0,nan,nan,nan,nan,21.5,nan,nan,nan,nan,nan,21.0
5.92,nan,nan,nan,nan,77.0,nan,nan,nan,21.0,17.0,28.0,nan,nan,nan,nan,28.0
6.4,nan,nan,nan,nan,84.0,nan,nan,11.0,19.0,nan,24.0,nan,24.0,nan,nan,nan
8.53,nan,nan,nan,nan,86.0,nan,nan,10.0,15.666666666666666,22.5,20.0,nan,29.333333333333332,13.0,18.5,17.0
8.5,nan,nan,nan,nan,96.0,nan,nan,14.0,16.666666666666668,19.5,15.5,21.666666666666668,23.0,11.25,21.0,28.666666666666668
7.71,nan,nan,nan,nan,89.0,nan,nan,17.0,16.666666666666668,16.666666666666668,16.0,16.5,23.5,6.5,nan,16.333333333333332
7.47,nan,nan,nan,nan,86.0,nan,nan,12.666666666666666,17.333333333333332,14.333333333333334,23.25,13.0,17.5,11.5,16.0,23.5
7.75,nan,nan,nan,nan,80.0,nan,nan,10.0,14.666666666666666,19.333333333333332,14.75,12.0,22.5,16.5,11.0,19.75
8.1,nan,nan,nan,nan,86.0,nan,nan,13.333333333333334,16.0,13.0,10.5,8.0,15.0,8.0,nan,12.5
9.62,nan,nan,nan,nan,79.0,nan,nan,nan,13.0,13.0,19.0,11.5,19.0,13.0,nan,12.0
9.55,nan,nan,nan,nan,107.0,nan,nan,22.0,15.5,16.0,18.666666666666668,10.5,22.333333333333332,14.333333333333334,nan,18.5
8.4,nan,nan,nan,nan,106.0,nan,nan,9.5,21.0,21.666666666666668,15.5,nan,25.333333333333332,4.0,14.0,18.5
7.78,nan,nan,nan,nan,94.0,nan,nan,10.0,17.0,8.25,17.25,9.5,19.0,17.0,21.0,18.0
7.28,nan,nan,nan,nan,83.0,nan,nan,11.0,23.0,23.666666666666668,18.25,10.75,16.5,4.5,9.5,21.333333333333332
7.89,nan,nan,nan,nan,81.0,nan,nan,11.0,20.0,20.0,19.75,8.0,19.5,8.0,11.333333333333334,14.0
8.11,nan,nan,nan,nan,78.0,nan,nan,nan,19.5,19.75,23.25,11.0,18.25,10.5,8.0,24.0
9.66,nan,nan,nan,nan,68.0,nan,nan,13.0,24.333333333333332,11.0,18.25,20.0,25.25,9.0,12.333333333333334,22.0
8.1,nan,nan,nan,nan,74.0,nan,nan,nan,25.0,7.666666666666667,21.333333333333332,21.0,31.0,18.0,20.333333333333332,16.333333333333332
7.23,nan,nan,nan,nan,70.0,nan,nan,nan,26.0,13.0,40.0,22.0,26.0,21.0,nan,15.0
7.28,nan,nan,nan,nan,70.0,nan,nan,15.0,19.333333333333332,11.0,32.0,nan,33.0,7.0,16.0,25.0
6.16,nan,nan,nan,nan,72.0,nan,nan,18.5,27.333333333333332,23.0,21.333333333333332,18.0,31.0,10.0,15.0,19.5
5.32,nan,nan,nan,nan,62.0,nan,nan,nan,22.0,26.5,nan,nan,13.0,nan,nan,36.0
3.87,nan,nan,nan,nan,51.0,nan,nan,nan,nan,nan,nan,nan,30.0,17.0,nan,nan
4.51,nan,nan,nan,nan,46.0,nan,nan,nan,21.0,8.0,54.0,nan,nan,nan,nan,nan
3.91,nan,nan,nan,nan,54.0,nan,nan,nan,32.0,nan,nan,nan,nan,nan,nan,nan
2.26,nan,nan,nan,nan,38.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan
4.51,nan,nan,nan,nan,36.0,nan,nan,nan,24.5,17.333333333333332,24.0,16.0,33.0,22.333333333333332,17.5,29.0
5.04,nan,nan,nan,nan,50.0,nan,nan,25.0,15.333333333333334,10.333333333333334,15.25,14.0,21.0,13.5,17.0,14.333333333333334
7.64,nan,nan,nan,nan,51.0,nan,nan,11.5,14.25,21.25,22.0,14.0,18.666666666666668,16.5,14.5,21.0
7.77,nan,nan,nan,nan,58.0,nan,nan,11.0,13.333333333333334,16.0,16.75,16.0,21.5,12.0,12.5,21.0
6.14,nan,nan,nan,nan,71.0,nan,nan,19.333333333333332,12.25,13.75,13.0,13.0,22.0,10.5,4.0,13.666666666666666
4.36,nan,nan,nan,nan,68.0,nan,nan,18.666666666666668,12.25,17.0,13.0,14.75,18.5,9.5,nan,17.75
4.86,nan,nan,nan,nan,57.0,nan,nan,14.0,10.5,18.25,17.25,8.333333333333334,18.0,nan,9.0,23.5
6.44,nan,nan,nan,nan,69.0,nan,nan,24.0,24.0,16.5,19.25,11.0,21.5,11.0,9.0,12.5
6.41,nan,nan,nan,nan,77.0,nan,nan,nan,24.333333333333332,28.0,16.666666666666668,15.5,30.0,16.0,13.333333333333334,12.0
6.16,nan,nan,nan,nan,76.0,nan,nan,16.0,12.0,19.0,18.333333333333332,16.0,26.25,12.0,7.0,13.333333333333334
5.33,nan,nan,nan,nan,62.0,nan,nan,14.75,17.333333333333332,22.0,16.0,9.666666666666666,20.666666666666668,11.0,14.0,17.333333333333332
5.6,nan,nan,nan,nan,57.0,nan,nan,15.0,19.0,13.666666666666666,16.25,7.75,23.25,9.5,14.666666666666666,11.666666666666666
8.04,nan,nan,nan,nan,66.0,nan,nan,13.5,16.5,18.75,16.5,7.666666666666667,16.0,9.5,12.0,15.5
9.62,nan,nan,nan,nan,70.0,nan,nan,nan,11.666666666666666,16.0,15.5,15.0,19.666666666666668,6.0,12.5,10.0
17.81,nan,nan,nan,nan,110.0,nan,nan,nan,16.75,27.0,16.75,6.5,22.0,6.0,19.0,25.5
11.25,nan,nan,nan,nan,122.0,nan,nan,19.666666666666668,27.25,24.5,20.75,4.0,20.666666666666668,11.333333333333334,19.666666666666668,25.333333333333332
8.23,nan,nan,nan,nan,103.0,nan,nan,17.5,25.666666666666668,13.5,15.0,9.0,30.666666666666668,8.0,13.0,39.0
8.76,nan,nan,nan,nan,88.0,nan,nan,17.0,16.333333333333332,11.0,30.5,13.0,29.0,18.0,nan,29.0
8.11,nan,nan,nan,nan,83.0,nan,nan,25.0,20.5,16.0,25.0,26.0,32.333333333333336,nan,21.0,nan
6.59,nan,nan,nan,nan,74.0,nan,nan,23.0,20.5,10.0,15.0,26.5,25.0,nan,22.0,28.0
6.91,nan,nan,nan,nan,66.0,nan,nan,nan,21.0,26.5,20.0,nan,nan,19.0,nan,35.0
4.67,nan,nan,nan,nan,63.0,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan
3.34,nan,nan,nan,nan,50.0,nan,nan,nan,26.0,37.0,28.0,nan,32.0,nan,nan,nan
3.64,nan,nan,nan,nan,44.0,nan,nan,nan,17.0,nan,nan,nan,34.0,nan,17.0,nan
3.73,nan,nan,nan,nan,54.0,nan,nan,19.0,21.666666666666668,11.0,26.0,nan,23.5,nan,nan,nan
6.5,nan,nan,nan,nan,67.0,nan,nan,12.5,16.0,14.75,19.5,nan,29.0,17.0,15.0,14.0
6.3,nan,nan,nan,nan,67.0,nan,nan,17.0,15.0,34.0,16.666666666666668,17.5,24.333333333333332,9.5,nan,20.0
9.15,nan,nan,nan,nan,71.0,nan,nan,11.0,14.75,24.0,15.333333333333334,13.333333333333334,15.25,12.0,13.0,21.25
4.94,nan,nan,nan,nan,57.0,nan,nan,11.0,16.5,15.0,13.333333333333334,10.0,24.333333333333332,14.0,17.0,11.0
5.65,nan,nan,nan,nan,51.0,nan,nan,13.0,13.0,12.0,15.5,4.0,17.0,11.333333333333334,nan,19.5
7.2,nan,nan,nan,nan,51.0,nan,nan,1.0,9.0,16.333333333333332,9.5,14.0,20.333333333333332,13.0,nan,4.75
7.05,nan,nan,nan,nan,51.0,nan,nan,1.0,11.0,19.0,20.0,11.0,24.5,nan,16.0,13.333333333333334
8.7,nan,nan,nan,nan,63.0,nan,nan,nan,13.666666666666666,29.5,38.0,9.0,18.0,6.0,28.0,17.666666666666668
10.3,nan,nan,nan,nan,70.0,nan,nan,19.0,18.0,18.25,29.0,4.666666666666667,23.333333333333332,11.0,13.5,16.0
9.18,nan,nan,nan,nan,78.0,nan,nan,14.333333333333334,21.333333333333332,20.0,19.25,5.0,20.0,7.5,14.5,20.0
8.54,nan,nan,nan,nan,64.0,nan,nan,16.75,20.0,16.0,18.5,14.0,19.0,12.0,8.333333333333334,17.0
7.6,nan,nan,nan,nan,65.0,nan,nan,9.0,18.0,19.666666666666668,17.0,9.0,13.75,5.5,11.0,21.5
5.37,nan,nan,nan,nan,49.0,nan,nan,nan,11.0,12.25,11.25,10.0,20.0,8.0,nan,24.0
4.33,nan,nan,nan,nan,42.0,nan,nan,16.5,11.0,15.0,15.0,26.0,15.0,10.0,8.0,13.0
2.52,nan,nan,nan,nan,46.0,nan,nan,nan,20.0,17.5,20.0,11.5,20.5,nan,nan,17.333333333333332
1.68,nan,nan,nan,nan,27.0,nan,nan,15.333333333333334,18.0,21.0,22.0,33.0,25.333333333333332,14.666666666666666,15.0,12.0
0.79,nan,nan,nan,nan,20.0,nan,nan,15.0,19.666666666666668,16.333333333333332,14.333333333333334,17.0,24.666666666666668,9.0,14.0,23.333333333333332
0.76,nan,nan,nan,nan,16.0,nan,nan,21.0,21.25,16.666666666666668,20.0,16.75,30.0,20.5,nan,26.5
0.77,nan,nan,nan,nan,15.0,nan,nan,13.0,24.0,29.0,22.333333333333332,16.0,29.0,15.0,19.0,25.0
0.47,nan,nan,nan,nan,22.0,nan,nan,nan,25.0,nan,21.0,22.0,33.333333333333336,nan,16.0,32.0
0.35,nan,nan,nan,nan,14.0,nan,nan,27.0,27.0,1.0,22.5,nan,31.0,nan,nan,nan
0.26,nan,nan,nan,nan,13.0,nan,nan,nan,34.0,24.0,26.5,nan,26.5,23.0,nan,nan
0.31,nan,nan,nan,nan,18.0,nan,nan,nan,17.666666666666668,25.666666666666668,29.0,nan,nan,nan,nan,22.0
0.34,nan,nan,nan,nan,12.0,nan,nan,nan,22.0,39.0,34.0,16.0,nan,nan,nan,35.0
0.83,nan,nan,nan,nan,10.0,nan,nan,nan,23.5,24.0,27.666666666666668,20.5,24.333333333333332,13.0,nan,28.0
1.6,nan,nan,nan,nan,11.0,nan,nan,nan,17.0,24.333333333333332,23.0,nan,23.0,15.0,16.0,25.0
1.84,nan,nan,nan,nan,15.0,nan,nan,16.0,12.0,26.5,33.0,15.666666666666666,23.666666666666668,9.0,17.0,15.0
2.64,nan,nan,nan,nan,19.0,nan,nan,17.5,17.0,19.666666666666668,23.666666666666668,5.0,18.0,10.5,16.333333333333332,19.666666666666668
1.93,nan,nan,nan,nan,16.0,nan,nan,9.0,13.666666666666666,13.0,18.25,12.0,22.5,9.0,15.0,24.666666666666668
2.05,nan,nan,nan,nan,7.0,nan,nan,10.5,16.333333333333332,20.0,13.5,15.0,19.25,nan,15.0,21.0
3.1,nan,nan,nan,nan,10.0,nan,nan,8.0,16.333333333333332,13.0,16.75,9.333333333333334,18.666666666666668,8.666666666666666,8.5,13.0
3.41,nan,nan,nan,nan,24.0,nan,nan,9.666666666666666,15.333333333333334,10.666666666666666,13.25,14.0,25.5,16.0,7.0,nan
3.15,nan,nan,nan,nan,26.0,nan,nan,nan,22.0,nan,17.25,nan,24.666666666666668,7.333333333333333,nan,36.0
2.96,nan,nan,nan,nan,24.0,nan,nan,9.5,24.75,10.666666666666666,15.25,14.0,24.0,10.0,nan,19.5
3.71,nan,nan,nan,nan,23.0,nan,nan,11.0,23.0,15.333333333333334,15.75,17.0,11.333333333333334,16.5,15.0,22.333333333333332
3.02,nan,nan,nan,nan,27.0,nan,nan,14.0,17.0,21.0,17.5,12.0,23.25,15.0,nan,22.0
4.07,nan,nan,nan,nan,28.0,nan,nan,nan,19.666666666666668,nan,24.0,18.0,29.333333333333332,16.666666666666668,nan,19.333333333333332
3.93,nan,nan,nan,nan,38.0,nan,nan,nan,12.75,12.5,18.333333333333332,nan,26.666666666666668,20.0,22.5,19.5
4.48,nan,nan,nan,nan,46.0,nan,nan,12.0,15.0,26.5,13.333333333333334,16.0,22.0,14.0,15.0,18.666666666666668
4.39,nan,nan,nan,nan,57.0,nan,nan,15.5,17.5,30.0,16.0,16.0,26.0,16.666666666666668,nan,27.0
4.23,nan,nan,nan,nan,44.0,nan,nan,10.0,15.333333333333334,29.0,12.25,12.0,21.0,22.0,nan,25.5
3.76,nan,nan,nan,nan,32.0,nan,nan,13.5,23.75,17.0,11.5,17.5,28.0,17.0,nan,22.0
2.92,nan,nan,nan,nan,28.0,nan,nan,28.0,21.0,14.666666666666666,21.666666666666668,22.0,31.5,nan,19.333333333333332,32.0
3.08,nan,nan,nan,nan,24.0,nan,nan,15.0,20.0,26.333333333333332,41.5,14.0,24.0,nan,17.0,27.333333333333332
1.87,nan,nan,nan,nan,28.0,nan,nan,26.0,26.5,27.0,20.333333333333332,15.0,18.0,15.0,nan,28.0
1.21,nan,nan,nan,nan,15.0,nan,nan,22.0,22.0,40.0,34.5,nan,nan,nan,nan,24.0
1.14,nan,nan,nan,nan,18.0,nan,nan,nan,35.0,nan,25.0,nan,26.0,nan,nan,nan
0.54,nan,nan,nan,nan,14.0,nan,nan,nan,nan,6.0,nan,18.0,nan,nan,nan,nan
0.7,nan,nan,nan,nan,13.0,nan,nan,19.0,16.0,nan,5.0,nan,nan,nan,nan,21.0
0.65,nan,nan,nan,nan,12.0,nan,nan,nan,15.5,21.0,24.0,17.0,nan,nan,nan,26.0
0.69,nan,nan,nan,nan,13.0,nan,nan,16.5,18.0,21.0,28.5,17.0,12.0,nan,15.0,22.0
1.09,nan,nan,nan,nan,15.0,nan,nan,17.0,nan,23.0,15.5,9.0,20.666666666666668,12.0,12.0,24.666666666666668
1.28,nan,nan,nan,nan,14.0,nan,nan,nan,16.666666666666668,17.0,22.5,15.0,34.0,8.0,nan,21.333333333333332
1.49,nan,nan,nan,nan,15.0,nan,nan,9.0,12.666666666666666,17.0,12.75,9.5,17.0,18.0,11.0,15.333333333333334
1.56,nan,nan,nan,nan,16.0,nan,nan,2.0,14.0,24.0,23.0,15.0,21.0,4.0,13.0,9.0
1.4,nan,nan,nan,nan,14.0,nan,nan,22.0,16.75,30.333333333333332,20.0,9.5,30.0,14.0,15.0,25.0
1.8,nan,nan,nan,nan,13.0,nan,nan,3.0,14.5,19.666666666666668,17.0,11.0,27.333333333333332,14.0,nan,20.333333333333332
1.94,nan,nan,nan,nan,15.0,nan,nan,30.5,23.0,17.0,12.0,12.0,22.5,12.0,21.5,14.333333333333334
3.3,nan,nan,nan,nan,16.0,nan,nan,13.5,18.0,17.0,14.0,11.25,23.333333333333332,15.0,13.0,37.0
2.8,nan,nan,nan,nan,21.0,nan,nan,15.0,23.0,18.0,17.5,15.0,25.5,nan,15.5,25.333333333333332
2.71,nan,nan,nan,nan,17.0,nan,nan,20.0,19.25,20.75,13.0,7.0,26.666666666666668,17.5,8.0,24.0
2.11,nan,nan,nan,nan,19.0,nan,nan,19.0,23.666666666666668,13.333333333333334,20.25,nan,34.5,16.0,nan,25.0
2.0,nan,nan,nan,nan,18.0,nan,nan,nan,18.5,21.0,20.5,nan,26.0,5.0,11.0,nan
1.77,nan,nan,nan,nan,17.0,nan,nan,25.0,21.5,24.0,15.0,17.0,25.0,nan,nan,nan
1.41,nan,nan,nan,nan,16.0,nan,nan,19.0,30.75,21.0,31.0,21.0,nan,23.5,28.5,28.0
0.99,nan,nan,nan,nan,17.0,nan,nan,25.5,27.0,13.5,33.5,10.0,nan,nan,23.5,28.0
0.62,nan,nan,nan,nan,12.0,nan,nan,nan,24.0,nan,nan,nan,nan,nan,nan,35.0
0.6,nan,nan,nan,nan,14.0,nan,nan,23.0,40.0,nan,20.0,12.0,nan,nan,nan,nan
0.51,nan,nan,nan,nan,13.0,nan,nan,nan,nan,49.0,16.0,nan,nan,nan,nan,nan
0.44,nan,nan,nan,nan,13.0,nan,nan,nan,nan,nan,15.0,nan,nan,nan,nan,nan
0.63,nan,nan,nan,nan,12.0,nan,nan,nan,31.0,55.0,16.0,nan,nan,17.0,nan,24.0
1.07,nan,nan,nan,nan,13.0,nan,nan,23.0,19.0,24.0,13.666666666666666,18.5,26.0,nan,nan,21.0
2.14,nan,nan,nan,nan,12.0,nan,nan,11.0,14.0,18.25,15.666666666666666,26.0,23.666666666666668,20.0,15.0,12.5
2.35,nan,nan,nan,nan,19.0,nan,nan,14.5,10.666666666666666,18.333333333333332,18.333333333333332,10.5,28.0,18.0,17.0,20.5
2.56,nan,nan,nan,nan,17.0,nan,nan,18.0,11.25,25.0,16.0,13.333333333333334,20.0,16.0,11.0,18.666666666666668
2.72,nan,nan,nan,nan,26.0,nan,nan,14.0,19.0,12.666666666666666,22.0,19.5,32.0,9.0,17.0,19.75
2.65,nan,nan,nan,nan,31.0,nan,nan,18.0,16.0,21.75,15.5,16.0,24.0,8.666666666666666,15.666666666666666,21.5
2.82,nan,nan,nan,nan,17.0,nan,nan,9.5,14.333333333333334,15.0,18.75,12.0,17.5,8.5,11.0,14.0
3.43,nan,nan,nan,nan,18.0,nan,nan,11.5,20.5,17.0,13.666666666666666,16.0,22.0,13.0,14.0,18.0
3.16,nan,nan,nan,nan,16.0,nan,nan,nan,19.0,18.5,21.5,10.0,15.5,12.0,nan,19.666666666666668
3.57,nan,nan,nan,nan,18.0,nan,nan,18.0,25.5,16.0,13.5,10.0,20.0,10.5,9.0,9.0
3.51,nan,nan,nan,nan,13.0,nan,nan,14.0,21.25,18.0,15.75,16.0,16.0,12.666666666666666,7.0,13.333333333333334
5.26,nan,nan,nan,nan,16.0,nan,nan,14.333333333333334,17.333333333333332,15.333333333333334,16.25,7.5,18.25,9.5,10.0,18.333333333333332
9.13,nan,nan,nan,nan,30.0,nan,nan,8.0,16.333333333333332,19.5,16.5,13.0,11.666666666666666,6.0,10.0,12.0
8.54,nan,nan,nan,nan,36.0,nan,nan,nan,16.666666666666668,14.5,24.333333333333332,16.0,20.0,14.5,14.5,nan
5.2,nan,nan,nan,nan,38.0,nan,nan,17.0,18.333333333333332,35.0,18.666666666666668,8.0,30.5,14.75,13.0,24.0
5.45,nan,nan,nan,nan,31.0,nan,nan,21.0,27.333333333333332,nan,17.0,22.0,20.0,19.0,21.0,12.0
5.42,nan,nan,nan,nan,37.0,nan,nan,nan,29.0,14.0,18.333333333333332,nan,22.0,14.333333333333334,nan,nan
5.16,nan,nan,nan,nan,44.0,nan,nan,19.0,38.0,nan,22.0,17.0,nan,26.0,nan,nan
4.81,nan,nan,nan,nan,46.0,nan,nan,14.0,32.75,14.0,13.0,nan,nan,nan,nan,30.0
3.26,nan,nan,nan,nan,46.0,nan,nan,nan,nan,9.0,nan,nan,nan,nan,nan,nan
2.31,nan,nan,nan,nan,39.0,nan,nan,nan,nan,36.5,30.0,nan,nan,nan,nan,nan
2.45,nan,nan,nan,nan,36.0,nan,nan,5.0,nan,44.5,24.0,nan,nan,nan,nan,nan
2.63,nan,nan,nan,nan,41.0,nan,nan,nan,37.0,nan,47.0,nan,nan,nan,nan,nan
3.06,nan,nan,nan,nan,57.0,nan,nan,nan,nan,nan,20.0,nan,30.0,17.0,nan,nan
3.12,nan,nan,nan,nan,51.0,nan,nan,nan,11.5,14.0,37.5,nan,26.0,30.0,nan,15.5
6.26,nan,nan,nan,nan,58.0,nan,nan,21.0,12.5,13.0,18.75,17.0,31.0,15.5,nan,23.0
9.65,nan,nan,nan,nan,76.0,nan,nan,nan,7.25,19.333333333333332,10.75,14.0,28.75,8.5,20.0,21.75
8.95,nan,nan,nan,nan,90.0,nan,nan,7.5,11.666666666666666,21.0,14.0,20.666666666666668,23.666666666666668,15.0,17.0,21.5
6.88,nan,nan,nan,nan,71.0,nan,nan,11.0,16.0,16.0,14.25,8.0,22.5,2.0,13.0,18.5
5.18,nan,nan,nan,nan,63.0,nan,nan,10.5,10.5,16.666666666666668,18.25,20.0,25.5,22.0,21.0,24.0
5.07,nan,nan,nan,nan,50.0,nan,nan,17.0,12.5,15.0,16.75,11.5,23.0,12.0,10.0,23.0
4.25,nan,nan,nan,nan,53.0,nan,nan,15.5,17.0,17.0,12.0,18.5,23.0,11.0,15.0,26.0
3.93,nan,nan,nan,nan,59.0,nan,nan,14.0,18.0,18.333333333333332,18.0,9.666666666666666,30.0,19.0,14.0,19.0
5.01,nan,nan,nan,nan,54.0,nan,nan,15.0,23.333333333333332,15.75,13.25,10.0,22.5,17.75,12.0,11.666666666666666
5.15,nan,nan,nan,nan,40.0,nan,nan,nan,20.0,12.666666666666666,15.25,11.75,20.5,13.5,10.0,22.0
4.36,nan,nan,nan,nan,43.0,nan,nan,7.666666666666667,18.25,17.666666666666668,19.0,8.0,13.75,12.0,8.5,12.0
5.36,nan,nan,nan,nan,43.0,nan,nan,15.5,12.75,15.0,23.5,11.666666666666666,18.666666666666668,5.0,10.0,14.0
4.34,nan,nan,nan,nan,58.0,nan,nan,nan,15.666666666666666,22.0,17.5,14.0,19.25,12.333333333333334,nan,19.0
5.72,nan,nan,nan,nan,64.0,nan,nan,24.0,13.0,22.5,18.666666666666668,20.0,11.0,15.0,11.0,17.0
4.69,nan,nan,nan,nan,55.0,nan,nan,12.5,30.0,12.666666666666666,19.0,15.5,19.5,12.0,12.0,18.0
4.59,nan,nan,nan,nan,54.0,nan,nan,nan,26.0,13.666666666666666,18.75,13.0,28.0,12.0,29.0,27.666666666666668
6.63,nan,nan,nan,nan,67.0,nan,nan,nan,26.0,20.0,31.666666666666668,15.0,26.0,18.5,18.5,36.5
6.44,nan,nan,nan,nan,68.0,nan,nan,23.0,13.333333333333334,22.5,39.666666666666664,nan,24.0,23.0,nan,27.5
5.72,nan,nan,nan,nan,59.0,nan,nan,nan,32.0,41.0,14.0,18.5,25.0,14.5,19.0,nan
6.39,nan,nan,nan,nan,56.0,nan,nan,nan,35.0,nan,21.0,20.0,nan,nan,nan,nan
3.78,nan,nan,nan,nan,54.0,nan,nan,nan,30.0,nan,nan,nan,21.0,nan,nan,nan
3.23,nan,nan,nan,nan,52.0,nan,nan,nan,nan,31.0,6.0,nan,nan,nan,nan,nan
3.8,nan,nan,nan,nan,58.0,nan,nan,nan,35.0,nan,31.0,nan,30.0,nan,nan,32.0
4.29,nan,nan,nan,nan,68.0,nan,nan,25.0,19.0,33.0,nan,19.0,28.0,19.0,18.0,15.0
nan,nan,nan,nan,nan,nan,nan,nan,12.0,19.5,28.0,12.0,14.0,22.0,19.5,16.5,22.5
nan,nan,nan,nan,nan,nan,nan,nan,8.0,10.25,21.0,14.666666666666666,14.0,23.5,17.333333333333332,11.0,13.0
nan,nan,nan,nan,nan,nan,nan,nan,15.0,16.666666666666668,12.5,15.5,11.333333333333334,17.666666666666668,23.5,14.5,15.0
2.62,nan,nan,nan,nan,nan,nan,nan,13.0,17.0,19.0,12.75,12.0,27.25,14.0,14.5,20.75
5.92,nan,nan,nan,nan,nan,nan,nan,13.5,14.333333333333334,16.333333333333332,13.25,14.0,21.25,12.0,14.5,21.0
6.44,nan,nan,nan,nan,60.0,nan,nan,13.0,13.75,17.0,18.75,10.0,19.0,13.5,15.0,18.5
5.95,nan,nan,nan,nan,51.0,nan,nan,15.5,24.75,15.5,22.0,26.0,25.0,10.5,13.0,18.666666666666668
5.06,nan,nan,nan,nan,57.0,nan,nan,16.0,14.5,27.5,18.333333333333332,17.0,24.5,12.5,nan,26.0
5.07,nan,nan,nan,nan,31.0,nan,nan,13.0,18.333333333333332,18.0,18.25,12.666666666666666,21.0,17.75,13.0,13.0
2.48,nan,nan,nan,nan,24.0,nan,nan,11.5,20.333333333333332,17.0,19.25,11.5,20.0,12.5,nan,17.75
4.06,nan,nan,nan,nan,21.0,nan,nan,10.5,21.5,14.333333333333334,18.0,13.5,17.0,10.0,8.5,13.0
7.25,nan,nan,nan,nan,46.0,nan,nan,6.5,22.0,13.0,14.5,9.0,20.333333333333332,11.333333333333334,7.666666666666667,15.25
9.39,nan,nan,nan,nan,67.0,nan,nan,nan,22.5,25.666666666666668,15.25,12.0,18.333333333333332,12.0,9.0,18.666666666666668
9.27,nan,nan,nan,nan,60.0,nan,nan,10.5,19.0,12.0,14.25,nan,24.0,12.333333333333334,17.0,23.333333333333332
4.93,nan,nan,nan,nan,35.0,nan,nan,20.5,27.5,17.333333333333332,17.0,nan,22.5,22.0,nan,28.0
2.76,nan,nan,nan,nan,40.0,nan,nan,16.0,31.5,9.5,14.0,29.0,30.5,11.5,nan,35.0
1.13,nan,nan,nan,nan,14.0,nan,nan,21.0,24.333333333333332,12.0,31.0,nan,25.333333333333332,4.0,20.0,7.0
